"date","close","volume","open","high","low"
"16:00","106.09","1,835,363","106.50","106.96","105.91"
"2015/11/04","106.5200","2625804.0000","107.3300","107.3300","106.4600"
"2015/11/03","107.3100","2443270.0000","107.0300","107.6900","106.8800"
"2015/11/02","107.6000","2484602.0000","107.0800","107.9300","107.0800"
"2015/10/30","107.2000","2529199.0000","108.0500","108.3900","107.2000"
"2015/10/29","107.9500","2484340.0000","109.0700","109.3800","107.4820"
"2015/10/28","109.7300","2910737.0000","107.8900","109.8600","107.4000"
"2015/10/27","107.8700","1792656.0000","107.5500","108.2100","107.2900"
"2015/10/26","107.9700","1480012.0000","107.8700","108.4400","107.4000"
"2015/10/23","107.9900","2972631.0000","107.3000","108.2300","106.2700"
"2015/10/22","106.4600","2483489.0000","102.9000","106.6100","102.9000"
"2015/10/21","102.5200","1964609.0000","103.9700","104.4200","102.4000"
"2015/10/20","103.4700","2817870.0000","103.3400","103.6400","102.8400"
"2015/10/19","103.1000","2022762.0000","102.7800","103.3200","102.5900"
"2015/10/16","103.0100","2190492.0000","103.0000","103.0100","102.1800"
"2015/10/15","102.3000","2738312.0000","103.0500","103.0500","102.1450"
"2015/10/14","102.4300","2421141.0000","102.2200","102.9500","101.2000"
"2015/10/13","103.4800","2585478.0000","103.0000","104.6200","102.7300"
"2015/10/12","105.0500","2356728.0000","104.6900","105.2200","104.6100"
"2015/10/09","104.7800","3835738.0000","105.1100","106.4813","104.6700"
"2015/10/08","105.0100","3450828.0000","102.5100","105.2700","102.1900"
"2015/10/07","102.6200","1955802.0000","102.0000","102.6300","101.2800"
"2015/10/06","101.5000","2460834.0000","101.5000","101.9500","100.8900"
"2015/10/05","101.6200","2228226.0000","99.9700","101.8100","99.9400"
"2015/10/02","99.3900","2610200.0000","97.0800","99.4200","96.3100"
"2015/10/01","98.4400","3163908.0000","98.4700","99.0000","97.0500"
"2015/09/30","98.2600","3704116.0000","97.6400","98.3800","97.3520"
"2015/09/29","96.6000","3371595.0000","96.0900","96.7750","95.5300"
"2015/09/28","95.9500","3025491.0000","96.5300","97.3200","95.8000"
"2015/09/25","96.9400","3413410.0000","98.3600","98.4100","96.3700"
"2015/09/24","97.7700","4054561.0000","95.7700","98.0000","95.6700"
"2015/09/23","97.8600","2816155.0000","97.8200","98.3600","97.3200"
"2015/09/22","97.6700","2920518.0000","97.1300","97.8300","96.1500"
"2015/09/21","98.4300","2346121.0000","98.0500","99.1300","97.6600"
"2015/09/18","97.5300","3619854.0000","94.7900","98.5100","94.7900"
"2015/09/17","98.5300","2369186.0000","98.9600","99.9400","98.3500"
"2015/09/16","98.9600","1742087.0000","98.2200","99.3500","98.0600"
"2015/09/15","98.2400","2090803.0000","97.0000","98.6200","96.1400"
"2015/09/14","96.5100","2002466.0000","97.4100","97.5000","96.4000"
"2015/09/11","97.3500","1983394.0000","96.5900","97.4480","96.0000"
"2015/09/10","96.8100","3340229.0000","95.3900","97.3600","95.3600"
"2015/09/09","95.5200","2099722.0000","97.4200","97.8500","95.3300"
"2015/09/08","97.1200","2508154.0000","96.2700","97.3400","96.0100"
"2015/09/04","94.4500","3421382.0000","94.3100","95.1200","93.6800"
"2015/09/03","95.6100","2816148.0000","95.0100","95.9400","94.6600"
"2015/09/02","94.4300","2538996.0000","93.5900","94.4500","92.3200"
"2015/09/01","92.2900","3869409.0000","91.8800","93.5000","91.6800"
"2015/08/31","94.2700","2725377.0000","95.2100","95.6550","94.1900"
"2015/08/28","95.8500","3222820.0000","95.3600","96.1350","94.9200"
"2015/08/27","95.7300","3983903.0000","96.2100","96.5000","93.9600"
"2015/08/26","95.0400","3998876.0000","94.3300","95.2700","92.4000"
"2015/08/25","92.1400","4304079.0000","95.4200","95.7600","92.0500"
"2015/08/24","92.6700","5216104.0000","91.3400","95.8999","88.4300"
"2015/08/21","97.1300","3360583.0000","99.3700","99.7600","97.0900"
"2015/08/20","99.9700","3459881.0000","102.1800","103.6600","99.8700"
"2015/08/19","102.8700","2081335.0000","104.0300","104.1600","102.5200"
"2015/08/18","103.8600","1952980.0000","103.6400","104.0850","103.1000"
"2015/08/17","103.4800","1875456.0000","103.3300","103.5400","102.4300"
"2015/08/14","103.4500","2055570.0000","103.0000","103.5300","102.4200"
"2015/08/13","103.3900","2358240.0000","104.0400","104.0900","102.6650"
"2015/08/12","103.7700","2386127.0000","102.7800","103.8500","102.3400"
"2015/08/11","103.5800","1940018.0000","104.7900","104.9500","103.4100"
"2015/08/10","105.2000","1763819.0000","104.3100","105.3700","104.1400"
"2015/08/07","103.7400","1761581.0000","103.0300","103.8300","102.6300"
