"date","close","volume","open","high","low"
"16:00","51.07","65,842,116","56.73","56.81","49.92"
"2015/11/03","60.8700","7703679.0000","60.4000","61.1800","60.2600"
"2015/11/02","60.6400","8557094.0000","59.7000","60.7600","59.5100"
"2015/10/30","59.4200","8613301.0000","60.1200","60.2000","59.4200"
"2015/10/29","60.0000","5432387.0000","59.6700","60.2300","59.5800"
"2015/10/28","60.2650","7722374.0000","59.3300","60.3000","59.2300"
"2015/10/27","59.2800","9485856.0000","58.9100","59.3500","58.7700"
"2015/10/26","59.2100","13332960.0000","60.9100","60.9100","58.7000"
"2015/10/23","60.7250","9175321.0000","60.6300","61.1900","60.4900"
"2015/10/22","60.4300","10902950.0000","59.4900","60.6400","59.4900"
"2015/10/21","58.9700","6923766.0000","59.2800","59.7700","58.8900"
"2015/10/20","59.0000","9102198.0000","58.6800","59.2050","58.6800"
"2015/10/19","59.1000","10974930.0000","59.4600","59.6300","58.6100"
"2015/10/16","59.9100","8919306.0000","59.4800","60.0000","58.9100"
"2015/10/15","59.2600","9039991.0000","59.0000","59.9100","58.6550"
"2015/10/14","58.6300","12471530.0000","57.5200","59.1400","57.5100"
"2015/10/13","57.5100","7365873.0000","57.1900","58.0800","57.0200"
"2015/10/12","57.7900","6888774.0000","57.6300","58.0800","57.4700"
"2015/10/09","57.7800","8871418.0000","57.8700","58.1200","57.3700"
"2015/10/08","57.6600","8621759.0000","56.4900","57.6750","56.3200"
"2015/10/07","56.6100","8952076.0000","56.5600","57.3500","56.0400"
"2015/10/06","56.3200","10428570.0000","56.0000","56.5200","55.4200"
"2015/10/05","56.2300","9925691.0000","55.5800","56.4900","55.5700"
"2015/10/02","55.0700","13177900.0000","53.0700","55.1500","53.0000"
"2015/10/01","53.1800","9497291.0000","53.6000","53.8200","53.0000"
"2015/09/30","53.7300","12836850.0000","52.9900","53.8100","52.8950"
"2015/09/29","52.4300","9781664.0000","52.5000","52.9100","52.1700"
"2015/09/28","52.5400","11662800.0000","53.0500","53.2700","52.5200"
