"date","close","volume","open","high","low"
"16:00","40.35","16,286,030","40.19","40.60","40.15"
"2015/11/04","40.4800","16863040.0000","40.3500","40.5700","40.0600"
"2015/11/03","40.2000","17153100.0000","39.6900","40.2700","39.5800"
"2015/11/02","39.7500","19789580.0000","39.0500","39.7800","38.9000"
"2015/10/30","38.8400","16471540.0000","38.9200","39.0400","38.5000"
"2015/10/29","38.8600","11432860.0000","38.5300","38.9100","38.5250"
"2015/10/28","38.8800","14019990.0000","38.6300","38.8900","38.3700"
"2015/10/27","38.3400","14102340.0000","38.3300","38.4500","38.0400"
"2015/10/26","38.3700","12330610.0000","37.9400","38.6200","37.9400"
"2015/10/23","38.0700","16469070.0000","38.1200","38.1600","37.7900"
"2015/10/22","37.7900","14701320.0000","36.8500","37.8600","36.8500"
"2015/10/21","36.6200","11072050.0000","36.9800","37.1200","36.5700"
"2015/10/20","36.8600","13678090.0000","36.6200","37.0000","36.6200"
"2015/10/19","36.8700","18093220.0000","36.8600","37.1000","36.5700"
"2015/10/16","37.3700","19669740.0000","37.8000","37.8000","37.1400"
"2015/10/15","37.5500","12194260.0000","37.5500","37.6700","37.2600"
"2015/10/14","37.2600","14067300.0000","37.1700","37.5800","37.1400"
"2015/10/13","37.8200","11575530.0000","37.9100","38.2000","37.7400"
"2015/10/12","38.0400","11022520.0000","37.9200","38.1200","37.6900"
"2015/10/09","38.1000","14656250.0000","37.9800","38.2000","37.6600"
"2015/10/08","37.8900","13220080.0000","37.3900","37.9850","37.3400"
"2015/10/07","37.6600","16354610.0000","37.7500","37.9800","37.3500"
"2015/10/06","37.7300","12426640.0000","37.5200","37.8500","37.5100"
"2015/10/05","37.5900","12732370.0000","37.2600","37.7300","37.0200"
"2015/10/02","36.8900","18757540.0000","35.7100","36.9100","35.6400"
"2015/10/01","36.2400","18305250.0000","36.2300","36.4200","35.8500"
"2015/09/30","36.1200","16203540.0000","35.8900","36.1900","35.7750"
"2015/09/29","35.5100","19767900.0000","35.3100","35.6600","35.2400"
"2015/09/28","35.4400","21727900.0000","35.7200","36.1400","35.4000"
"2015/09/25","36.0500","19374130.0000","36.2000","36.3200","35.9100"
"2015/09/24","36.0600","18059440.0000","35.8500","36.2300","35.3900"
"2015/09/23","35.9900","16991590.0000","36.1900","36.2150","35.8300"
"2015/09/22","36.1900","19978670.0000","36.3400","36.4900","35.9700"
"2015/09/21","36.8300","14964380.0000","36.6000","37.0590","36.4250"
"2015/09/18","36.3800","34867290.0000","36.2900","36.9800","36.2600"
"2015/09/17","36.7400","37154110.0000","36.7400","37.6700","36.5000"
"2015/09/16","38.2700","19515590.0000","38.2600","38.5200","37.9300"
"2015/09/15","37.9900","14876310.0000","37.7700","38.1800","37.4000"
"2015/09/14","37.5600","15004640.0000","37.8100","37.9400","37.3700"
"2015/09/11","37.9200","12948610.0000","37.4500","37.9600","37.4000"
"2015/09/10","37.6100","16920920.0000","37.0300","37.9400","37.0300"
"2015/09/09","37.0900","14690520.0000","37.9000","38.1800","37.0100"
"2015/09/08","37.6800","18949460.0000","36.7300","37.8200","36.7300"
"2015/09/04","36.2700","13121230.0000","36.3500","36.6800","36.0900"
"2015/09/03","36.9000","11767130.0000","36.8100","37.2700","36.7700"
"2015/09/02","36.7500","15049220.0000","36.3700","36.7500","36.1100"
"2015/09/01","36.0100","19924190.0000","36.3300","36.5500","35.8900"
"2015/08/31","37.0900","15336050.0000","37.1600","37.5100","36.9300"
"2015/08/28","37.4600","21559080.0000","36.8600","37.4950","36.7800"
"2015/08/27","36.8200","28167540.0000","37.3500","37.5100","36.0099"
"2015/08/26","36.9100","20532140.0000","36.0300","37.0200","35.6000"
"2015/08/25","35.4500","21352820.0000","36.9700","37.2100","35.3800"
"2015/08/24","36.0800","32521260.0000","35.7300","37.0600","35.1400"
"2015/08/21","37.5500","19397170.0000","38.3200","38.7700","37.5500"
"2015/08/20","38.6300","13052310.0000","39.1900","39.5000","38.6000"
"2015/08/19","39.5300","11108910.0000","39.7000","39.9400","39.3100"
"2015/08/18","39.8300","9950554.0000","39.5200","40.0300","39.5100"
"2015/08/17","39.7200","7615261.0000","39.4100","39.7250","39.0900"
"2015/08/14","39.4100","7184959.0000","39.3300","39.5000","39.1800"
"2015/08/13","39.3100","7785664.0000","39.2200","39.5600","38.9900"
"2015/08/12","39.2800","11150860.0000","38.7400","39.3590","38.5000"
"2015/08/11","39.1700","10583140.0000","39.5300","39.6800","39.0200"
"2015/08/10","39.8900","9525807.0000","39.7600","40.0450","39.7000"
"2015/08/07","39.5600","10655000.0000","39.3600","39.6900","39.2300"
"2015/08/06","39.3200","10613030.0000","39.6300","39.8400","39.1450"
"2015/08/05","39.6400","11964560.0000","39.9000","40.0200","39.6300"
"2015/08/04","39.6600","9692655.0000","39.5900","40.0000","39.5250"
"2015/08/03","39.7100","12431180.0000","39.9500","40.0100","39.4605"
"2015/07/31","39.9400","13705020.0000","39.7600","40.1200","39.7000"
"2015/07/30","39.6500","13634220.0000","40.0300","40.1000","39.5450"
"2015/07/29","39.7900","12989180.0000","39.3700","39.8700","39.2600"
"2015/07/28","39.2800","14289210.0000","38.7900","39.3650","38.4400"
"2015/07/27","38.5100","15746990.0000","38.7200","38.8200","38.4700"
"2015/07/24","39.0000","12029020.0000","39.1000","39.1700","38.8000"
"2015/07/23","39.0000","18071630.0000","39.5500","39.6000","38.9600"
"2015/07/22","39.4200","16796880.0000","39.3600","39.6750","39.2500"
"2015/07/21","39.5700","14678800.0000","39.7600","39.9850","39.3900"
"2015/07/20","39.9300","17486720.0000","40.3600","40.3900","39.8700"
"2015/07/17","40.4000","14543390.0000","40.7500","40.8600","40.1600"
"2015/07/16","40.9600","14861030.0000","41.0200","41.0200","40.5550"
"2015/07/15","40.7900","9326567.0000","40.6300","40.9200","40.6300"
"2015/07/14","40.7800","9298777.0000","40.8100","40.9000","40.5800"
"2015/07/13","40.8000","10701980.0000","40.5200","40.8600","40.3800"
"2015/07/10","40.3600","10469240.0000","40.5600","40.6500","40.2100"
"2015/07/09","40.1800","13347670.0000","40.2400","40.4800","40.1500"
"2015/07/08","39.7700","14597820.0000","39.9000","40.2400","39.7000"
"2015/07/07","40.1600","16437100.0000","40.0400","40.2700","39.8400"
"2015/07/06","40.1500","12433920.0000","39.9300","40.2900","39.7700"
"2015/07/02","40.3600","11643800.0000","40.3800","40.4200","40.1500"
"2015/07/01","40.2400","13947390.0000","40.6100","40.7000","39.9300"
"2015/06/30","40.3000","16712720.0000","40.6000","40.7500","40.1100"
"2015/06/29","40.4200","18167110.0000","40.6300","40.9000","40.3800"
"2015/06/26","40.9900","39646120.0000","41.1000","41.3700","40.9700"
"2015/06/25","41.0600","13547450.0000","41.2400","41.4700","41.0550"
